IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.116.193.7,443,443,true,FRA,Europe,Frankfurt,244,8.28
34.116.147.104,443,443,true,FRA,Europe,Frankfurt,273,8.27
34.118.100.60,443,443,true,FRA,Europe,Frankfurt,189,8.27
34.48.137.34,443,443,true,IAD,North America,Ashburn,213,8.27
35.234.93.115,443,443,true,FRA,Europe,Frankfurt,182,8.23
35.199.37.84,443,443,true,IAD,North America,Ashburn,222,8.22
34.116.143.235,443,443,true,FRA,Europe,Frankfurt,259,8.21
34.118.49.58,443,443,true,FRA,Europe,Frankfurt,199,8.20
34.118.23.155,443,443,true,FRA,Europe,Frankfurt,237,8.19
34.118.20.136,443,443,true,FRA,Europe,Frankfurt,216,8.16
34.118.8.85,443,443,true,FRA,Europe,Frankfurt,210,8.15
34.116.221.49,443,443,true,FRA,Europe,Frankfurt,255,8.13
34.86.193.161,443,443,true,IAD,North America,Ashburn,215,8.13
34.116.232.162,443,443,true,FRA,Europe,Frankfurt,187,8.12
34.34.97.235,443,443,true,AMS,Europe,Amsterdam,193,8.09
35.196.72.166,443,443,true,ATL,North America,Atlanta,240,8.06
34.118.65.212,443,443,true,FRA,Europe,Frankfurt,206,8.06
35.246.170.124,443,443,true,FRA,Europe,Frankfurt,214,8.05
34.118.77.223,443,443,true,FRA,Europe,Frankfurt,190,8.03
34.116.219.198,443,443,true,FRA,Europe,Frankfurt,214,8.03
34.148.187.247,443,443,true,ATL,North America,Atlanta,220,8.01
34.116.154.245,443,443,true,FRA,Europe,Frankfurt,272,7.99
34.118.123.164,443,443,true,FRA,Europe,Frankfurt,229,7.99
34.118.42.66,443,443,true,FRA,Europe,Frankfurt,251,7.94
34.118.122.123,443,443,true,FRA,Europe,Frankfurt,266,7.91
34.116.219.198,443,443,true,FRA,Europe,Frankfurt,248,7.91
34.118.46.98,443,443,true,FRA,Europe,Frankfurt,212,7.90
34.118.60.19,443,443,true,FRA,Europe,Frankfurt,223,7.90
34.118.21.214,443,443,true,FRA,Europe,Frankfurt,235,7.87
35.190.152.145,443,443,true,ATL,North America,Atlanta,218,7.87
34.116.153.159,443,443,true,FRA,Europe,Frankfurt,231,7.85
34.159.95.136,443,443,true,FRA,Europe,Frankfurt,176,7.84
34.118.92.254,443,443,true,FRA,Europe,Frankfurt,188,7.84
34.118.77.217,443,443,true,FRA,Europe,Frankfurt,182,7.81
34.116.174.105,443,443,true,FRA,Europe,Frankfurt,223,7.81
34.107.17.131,443,443,true,FRA,Europe,Frankfurt,191,7.80
34.116.204.154,443,443,true,FRA,Europe,Frankfurt,227,7.80
34.118.104.130,443,443,true,FRA,Europe,Frankfurt,192,7.78
34.118.46.218,443,443,true,FRA,Europe,Frankfurt,265,7.77
34.116.232.162,443,443,true,FRA,Europe,Frankfurt,268,7.77
34.118.99.159,443,443,true,FRA,Europe,Frankfurt,242,7.76
34.116.218.33,443,443,true,FRA,Europe,Frankfurt,320,7.74
34.118.66.153,443,443,true,FRA,Europe,Frankfurt,271,7.72
34.118.123.119,443,443,true,FRA,Europe,Frankfurt,219,7.72
34.118.5.126,443,443,true,FRA,Europe,Frankfurt,249,7.71
34.116.211.139,443,443,true,FRA,Europe,Frankfurt,313,7.70
34.118.42.66,443,443,true,FRA,Europe,Frankfurt,195,7.69
34.118.3.49,443,443,true,FRA,Europe,Frankfurt,189,7.68
34.116.218.188,443,443,true,FRA,Europe,Frankfurt,349,7.67
34.118.106.217,443,443,true,FRA,Europe,Frankfurt,235,7.65
34.116.151.23,443,443,true,FRA,Europe,Frankfurt,278,7.65
34.116.215.27,443,443,true,FRA,Europe,Frankfurt,278,7.65
34.118.119.79,443,443,true,FRA,Europe,Frankfurt,245,7.63
34.116.196.49,443,443,true,FRA,Europe,Frankfurt,250,7.62
34.135.226.181,443,443,true,ORD,North America,Chicago,214,7.59
34.118.61.152,443,443,true,FRA,Europe,Frankfurt,246,7.58
34.34.186.205,443,443,true,CDG,Europe,Paris,225,7.55
34.118.6.166,443,443,true,FRA,Europe,Frankfurt,274,7.52
35.246.168.59,8443,443,true,FRA,Europe,Frankfurt,225,7.51
35.246.168.59,2053,443,true,FRA,Europe,Frankfurt,245,7.50
34.154.158.75,443,443,true,FRA,Europe,Frankfurt,184,7.48
34.116.183.48,443,443,true,FRA,Europe,Frankfurt,289,7.46
34.118.87.93,443,443,true,FRA,Europe,Frankfurt,265,7.46
34.118.25.142,443,443,true,FRA,Europe,Frankfurt,294,7.44
34.116.220.191,443,443,true,FRA,Europe,Frankfurt,273,7.43
35.225.207.21,443,443,true,ORD,North America,Chicago,206,7.42
34.163.89.60,2053,443,true,CDG,Europe,Paris,226,7.42
34.163.89.60,8443,443,true,CDG,Europe,Paris,229,7.41
34.118.123.164,443,443,true,FRA,Europe,Frankfurt,190,7.41
34.159.79.27,443,443,true,FRA,Europe,Frankfurt,185,7.38
34.34.186.205,443,443,true,CDG,Europe,Paris,226,7.38
34.154.1.132,443,443,true,FRA,Europe,Frankfurt,190,7.38
34.116.188.130,443,443,true,FRA,Europe,Frankfurt,257,7.37
34.163.89.60,8443,443,true,CDG,Europe,Paris,228,7.37
34.154.222.58,443,443,true,FRA,Europe,Frankfurt,177,7.33
34.163.89.60,2053,443,true,CDG,Europe,Paris,226,7.28
35.234.72.36,443,443,true,FRA,Europe,Frankfurt,176,7.26
34.116.157.41,443,443,true,FRA,Europe,Frankfurt,232,7.25
34.118.45.36,443,443,true,FRA,Europe,Frankfurt,171,7.21
34.118.77.223,443,443,true,FRA,Europe,Frankfurt,215,7.21
34.116.229.44,443,443,true,FRA,Europe,Frankfurt,226,7.18
34.118.86.211,443,443,true,FRA,Europe,Frankfurt,205,7.17
34.154.170.106,443,443,true,FRA,Europe,Frankfurt,176,7.15
34.118.45.36,443,443,true,FRA,Europe,Frankfurt,213,7.15
34.118.15.93,443,443,true,FRA,Europe,Frankfurt,223,7.13
34.118.12.204,443,443,true,FRA,Europe,Frankfurt,241,7.03
34.118.99.159,443,443,true,FRA,Europe,Frankfurt,199,6.99
34.154.109.6,443,443,true,FRA,Europe,Frankfurt,180,6.97
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,163,6.96
34.154.220.35,443,443,true,FRA,Europe,Frankfurt,191,6.93
34.150.233.190,443,443,true,IAD,North America,Ashburn,214,6.79
34.154.97.242,443,443,true,FRA,Europe,Frankfurt,182,6.78
34.118.37.5,443,443,true,FRA,Europe,Frankfurt,231,6.76
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,187,6.76
34.154.214.107,443,443,true,FRA,Europe,Frankfurt,188,6.70
34.154.111.143,443,443,true,FRA,Europe,Frankfurt,178,6.67
34.154.236.234,443,443,true,FRA,Europe,Frankfurt,183,6.64
34.154.229.72,443,443,true,FRA,Europe,Frankfurt,176,6.61
35.230.169.129,443,443,true,IAD,North America,Ashburn,212,6.59
34.118.26.158,443,443,true,FRA,Europe,Frankfurt,179,6.49
34.116.253.19,443,443,true,FRA,Europe,Frankfurt,196,6.48
34.159.20.254,443,443,true,FRA,Europe,Frankfurt,190,6.45
34.159.49.76,443,443,true,FRA,Europe,Frankfurt,171,6.43
34.159.75.35,443,443,true,FRA,Europe,Frankfurt,184,6.42
34.90.84.203,443,443,true,FRA,Europe,Frankfurt,178,6.41
34.118.15.95,443,443,true,FRA,Europe,Frankfurt,174,6.32
34.154.192.112,443,443,true,FRA,Europe,Frankfurt,231,6.29
34.159.18.179,443,443,true,FRA,Europe,Frankfurt,169,6.14
34.107.124.148,443,443,true,FRA,Europe,Frankfurt,193,6.10
34.154.252.224,443,443,true,FRA,Europe,Frankfurt,190,6.10
34.118.107.36,443,443,true,FRA,Europe,Frankfurt,321,6.01
34.154.175.141,443,443,true,FRA,Europe,Frankfurt,185,5.98
34.89.137.64,443,443,true,FRA,Europe,Frankfurt,172,5.93
34.118.37.5,443,443,true,FRA,Europe,Frankfurt,184,5.88
34.116.215.27,443,443,true,FRA,Europe,Frankfurt,185,5.72
34.159.52.152,443,443,true,FRA,Europe,Frankfurt,173,5.70
34.159.115.29,443,443,true,FRA,Europe,Frankfurt,168,5.68
34.154.107.139,443,443,true,FRA,Europe,Frankfurt,181,5.61
34.118.70.74,443,443,true,FRA,Europe,Frankfurt,201,5.54
34.159.69.30,443,443,true,FRA,Europe,Frankfurt,194,5.53
34.118.26.158,443,443,true,FRA,Europe,Frankfurt,225,5.50
34.154.200.20,443,443,true,FRA,Europe,Frankfurt,188,5.47
34.118.44.165,443,443,true,FRA,Europe,Frankfurt,193,5.44
34.105.189.25,443,443,true,LHR,Europe,London,254,5.38
34.159.25.164,443,443,true,FRA,Europe,Frankfurt,226,5.27
34.154.149.13,443,443,true,FRA,Europe,Frankfurt,210,5.21
34.154.189.64,443,443,true,FRA,Europe,Frankfurt,190,5.15
34.118.65.212,443,443,true,FRA,Europe,Frankfurt,263,5.06
34.69.233.255,443,443,true,DFW,North America,Dallas,215,5.06
34.116.154.245,443,443,true,FRA,Europe,Frankfurt,195,5.00
34.154.113.133,443,443,true,FRA,Europe,Frankfurt,175,4.93
34.154.164.171,443,443,true,FRA,Europe,Frankfurt,193,4.93
34.154.121.158,443,443,true,FRA,Europe,Frankfurt,189,4.83
34.118.109.7,443,443,true,FRA,Europe,Frankfurt,207,4.65
34.90.118.98,443,443,true,FRA,Europe,Frankfurt,184,4.49
34.116.234.175,443,443,true,FRA,Europe,Frankfurt,185,4.32
34.154.180.32,443,443,true,FRA,Europe,Frankfurt,191,4.26
34.34.102.186,443,443,true,FRA,Europe,Frankfurt,175,4.22
34.116.143.235,443,443,true,FRA,Europe,Frankfurt,210,4.10
34.118.121.79,443,443,true,FRA,Europe,Frankfurt,211,4.10
34.118.4.227,443,443,true,FRA,Europe,Frankfurt,208,4.01
34.118.77.9,443,443,true,FRA,Europe,Frankfurt,208,3.77
34.150.180.124,443,443,true,IAD,North America,Ashburn,248,3.73
34.116.153.159,443,443,true,FRA,Europe,Frankfurt,194,3.58
34.90.88.125,443,443,true,FRA,Europe,Frankfurt,179,3.34
34.89.158.132,443,443,true,FRA,Europe,Frankfurt,166,3.29
34.116.238.169,443,443,true,FRA,Europe,Frankfurt,211,3.20
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,225,3.12
34.118.38.231,443,443,true,FRA,Europe,Frankfurt,206,2.86
34.116.229.15,443,443,true,FRA,Europe,Frankfurt,190,2.81
34.116.218.33,443,443,true,FRA,Europe,Frankfurt,211,2.64
34.118.107.36,443,443,true,FRA,Europe,Frankfurt,192,2.56
34.116.196.49,443,443,true,FRA,Europe,Frankfurt,191,2.55
34.118.64.86,443,443,true,FRA,Europe,Frankfurt,213,2.55
34.116.229.160,443,443,true,FRA,Europe,Frankfurt,198,2.40
34.118.96.199,443,443,true,FRA,Europe,Frankfurt,214,2.31
34.118.51.173,443,443,true,FRA,Europe,Frankfurt,197,2.30
34.116.153.230,443,443,true,FRA,Europe,Frankfurt,190,2.30
34.154.251.100,443,443,true,FRA,Europe,Frankfurt,186,2.29
34.118.20.136,443,443,true,FRA,Europe,Frankfurt,189,2.25
34.116.210.225,443,443,true,FRA,Europe,Frankfurt,214,2.23
34.116.220.191,443,443,true,FRA,Europe,Frankfurt,210,2.17
34.118.87.93,443,443,true,FRA,Europe,Frankfurt,207,2.12
34.116.149.83,443,443,true,FRA,Europe,Frankfurt,201,2.04
34.118.49.29,443,443,true,FRA,Europe,Frankfurt,217,1.97
34.118.125.170,443,443,true,FRA,Europe,Frankfurt,186,1.94
34.118.80.138,443,443,true,FRA,Europe,Frankfurt,208,1.79
34.118.96.126,443,443,true,FRA,Europe,Frankfurt,189,1.77
34.118.15.49,443,443,true,FRA,Europe,Frankfurt,221,1.74
34.116.246.41,443,443,true,FRA,Europe,Frankfurt,211,1.73
34.116.138.182,443,443,true,FRA,Europe,Frankfurt,189,1.69
34.118.27.114,443,443,true,FRA,Europe,Frankfurt,201,1.62
34.116.132.131,443,443,true,FRA,Europe,Frankfurt,192,1.61
34.118.102.249,443,443,true,FRA,Europe,Frankfurt,185,1.58
34.159.188.194,443,443,true,FRA,Europe,Frankfurt,348,0.97
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,128,0.83
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,106,0.83
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,82,0.60
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,167,0.60
34.69.233.255,443,443,true,DFW,North America,Dallas,208,0.23
34.69.233.255,443,443,true,DFW,North America,Dallas,207,0.17
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
35.244.203.169,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,4,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
34.49.212.232,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.49.199.30,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,59,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,75,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,75,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,76,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,76,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.145.74.30,443,80,false,SEA,North America,Seattle,156,0.00
34.145.74.30,80,80,false,SEA,North America,Seattle,157,0.00
34.145.99.223,80,80,false,SEA,North America,Seattle,157,0.00
34.145.74.30,80,80,false,SEA,North America,Seattle,158,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,160,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,160,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,161,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,161,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,161,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,162,0.00
34.140.239.154,2082,80,false,CDG,Europe,Paris,162,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,162,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,162,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,162,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,162,0.00
35.236.55.171,443,443,true,LAX,North America,Los Angeles,163,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,163,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,163,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,163,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,163,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,164,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,164,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,165,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,166,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,169,0.00
34.89.252.171,443,443,true,FRA,Europe,Frankfurt,169,0.00
34.89.188.183,443,443,true,FRA,Europe,Frankfurt,171,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,172,0.00
34.65.77.58,443,443,true,FRA,Europe,Frankfurt,174,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,174,0.00
34.32.162.203,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.91.107.241,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.90.121.25,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,177,0.00
34.175.168.99,2095,80,false,MAD,Europe,Madrid,177,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,177,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,178,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,178,0.00
34.175.234.32,2096,80,false,MAD,Europe,Madrid,178,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,178,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,178,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,178,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,178,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,178,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,178,0.00
34.90.162.120,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,178,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,178,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,178,0.00
34.175.95.58,2083,80,false,MAD,Europe,Madrid,179,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,179,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,179,0.00
34.175.168.99,2096,80,false,MAD,Europe,Madrid,179,0.00
34.175.234.32,2083,80,false,MAD,Europe,Madrid,179,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,179,0.00
34.32.161.168,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.175.7.231,2083,80,false,MAD,Europe,Madrid,179,0.00
34.175.7.231,2096,80,false,MAD,Europe,Madrid,179,0.00
34.147.95.47,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.175.234.32,2082,80,false,MAD,Europe,Madrid,179,0.00
34.175.168.99,2082,80,false,MAD,Europe,Madrid,179,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,179,0.00
34.175.234.32,2095,80,false,MAD,Europe,Madrid,179,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,179,0.00
34.175.7.231,2095,80,false,MAD,Europe,Madrid,179,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,179,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,179,0.00
34.175.234.32,2052,80,false,MAD,Europe,Madrid,179,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2087,80,false,MAD,Europe,Madrid,180,0.00
34.65.77.135,443,443,true,FRA,Europe,Frankfurt,180,0.00
34.90.25.3,443,443,true,FRA,Europe,Frankfurt,180,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,180,0.00
34.175.234.32,2053,80,false,MAD,Europe,Madrid,180,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,180,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,181,0.00
34.175.168.99,2083,80,false,MAD,Europe,Madrid,181,0.00
34.175.234.32,2086,80,false,MAD,Europe,Madrid,181,0.00
34.175.234.32,2087,80,false,MAD,Europe,Madrid,181,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,181,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,181,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,181,0.00
34.175.168.99,2052,80,false,MAD,Europe,Madrid,182,0.00
34.175.7.231,2086,80,false,MAD,Europe,Madrid,183,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,184,0.00
34.175.168.99,2086,80,false,MAD,Europe,Madrid,184,0.00
