IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.36.24.111,2087,80,false,CDG,Europe,Paris,187,0.00
99.80.238.19,2086,80,false,DUB,Europe,Dublin,189,0.00
13.53.117.221,8080,443,true,ARN,Europe,Stockholm,190,0.00
13.48.140.41,2052,80,false,ARN,Europe,Stockholm,190,0.00
13.48.140.41,2087,80,false,ARN,Europe,Stockholm,190,0.00
13.53.126.251,8443,443,true,ARN,Europe,Stockholm,190,0.00
13.53.165.65,8080,443,true,ARN,Europe,Stockholm,190,0.00
13.53.134.252,8080,443,true,ARN,Europe,Stockholm,190,0.00
13.48.36.215,2083,80,false,ARN,Europe,Stockholm,190,0.00
13.48.140.41,2082,80,false,ARN,Europe,Stockholm,192,0.00
13.48.36.215,2052,80,false,ARN,Europe,Stockholm,192,0.00
99.80.238.19,2083,80,false,DUB,Europe,Dublin,193,0.00
13.48.36.215,2053,80,false,ARN,Europe,Stockholm,194,0.00
13.53.54.176,8080,443,true,ARN,Europe,Stockholm,194,0.00
13.48.36.215,2087,80,false,ARN,Europe,Stockholm,194,0.00
13.51.132.44,80,80,false,ARN,Europe,Stockholm,194,0.00
13.48.140.41,2095,80,false,ARN,Europe,Stockholm,195,0.00
13.48.36.215,2096,80,false,ARN,Europe,Stockholm,204,0.00
13.53.109.125,443,443,true,ARN,Europe,Stockholm,205,0.00
13.48.140.41,2096,80,false,ARN,Europe,Stockholm,205,0.00
13.48.140.41,2083,80,false,ARN,Europe,Stockholm,211,0.00
13.48.36.215,2095,80,false,ARN,Europe,Stockholm,212,0.00
13.48.36.215,2082,80,false,ARN,Europe,Stockholm,212,0.00
13.53.132.96,8080,443,true,ARN,Europe,Stockholm,212,0.00
13.53.206.75,443,443,true,CPH,Europe,Copenhagen,212,0.00
13.48.36.215,2086,80,false,ARN,Europe,Stockholm,214,0.00
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,216,0.00
13.58.213.12,8443,443,true,ORD,North America,Chicago,243,0.00
3.141.95.66,80,8080,false,ORD,North America,Chicago,244,0.00
3.143.106.216,443,443,true,ORD,North America,Chicago,246,0.00
15.157.58.104,443,443,false,YYZ,North America,Toronto,261,0.00
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,300,0.00
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,304,0.00
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,305,0.00
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,306,0.00
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,308,0.00
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,308,0.00
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,308,0.00
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,312,0.00
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,312,0.00
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,314,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,317,0.00
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,323,0.00
